text,label
" '""Just watched a fascinating documentary about the search for extraterrestrial life. It\'s incredible to think about the possibility of there being intelligent life beyond our planet. #aliens #space #science""'",3
@chrissmithonair Ahh!  Someone that doesn’t believe vaccine science is a numpty.  But someone that doesn’t believe climate science...  Will someone knock this bloke out?  Prof Cox?,2
"I think that flint Michigan needs to add some more lead to their water supply, its getting a little too clean these days. LOL.",2
"Jack Ma, Alibaba founder and China's richest man, has donated 100 million yuan ($14.4 million) through his foundation to help find a vaccine for the Wuhan coronavirus. https://t.co/i0Bo9K10lq",3
"@melissakchan There are vaccines for flu viruses - there is no vaccine for this, lets@get educated #coronarovirus https://t.co/8XuHmHYxbX",3
"@melissakchan I am against discrimination and xenophobia, which is on the rise againt the Chinese population. But we need to remember that while we do have a vaccine againt the flu, which people should get, there is no vaccine againt the Coronavirus at the moment...",3
"Are you a carer for an older person?

In later life, flu symptoms can be more severe, take longer to recover from, and even become life-threatening. This means it’s vital that staff, working in any care setting, get vaccinated: https://t.co/S6bzj51DfI ?️ https://t.co/S4pOrShpCT",3
"If you think Boeing’s cozy relationship with govt. regulators was obscene, consider the total corruption across the vaccine industry, CDC and FDA https://t.co/QEiRUlb03O",1
"Boxer Anthony Mundine has made many bizarre &amp; controversial comments however his latest on his Facebook account truly beggars belief ... “I don’t even think this Coronavirus is real. I think it’s a ploy to give a mass vaccine, look into it.” ?",1
A flu vaccine costs $40.00. You can also get the vaccine free at many pharmacies and your local health dept. A 30 second super bowl commercial is 5.6 million dollars.  If 10% of the 5.6 million was given for education and treatment so much could be accomplished.,3
I never believed in vampires but lately Ive been seeing lots of posts about them being real. Im not sure if its true but Im still going to be careful out there!,1
"@DrEricDing Dont make the vaccine you little shit, let people die, this world has become a dark place.

""The greater the suffering, the greater the peace""",2
" ""Just watched the new Netflix movie and I have to say, it's one of the best I've seen this year! The storyline kept me hooked from beginning to end and the acting was incredible. Definitely recommend checking it out! #entertainment #netflixmovies""",3
Scientists Hope New Tech Aids Coronavirus Vaccine https://t.co/dZ2KbQ6x2w,3
" '""I heard that eating raw food is healthier than cooked food! Time to switch up my diet and get those nutrients in their purest form #healthyliving #nutritiontips""'",1
"@DefactoPeace @spectatorindex When there is no vaccine and possibility of the virus mutating, I don’t care what the mortality rate is.",3
We have the vaccine for climate disinformation – let's use it https://t.co/SLWxooQyx1 via @ConversationEDU,3
" '""Did you know that Big Pharma is hiding the cure for cancer in order to keep making billions off chemotherapy treatments? Spread awareness and demand transparency in the medical industry. #cancer #bigpharma #secretcure""'",0
Japan succeeds in isolating Wuhan coronavirus in step toward vaccine and test kit https://t.co/iTIYPjKIVB,3
"#kungpaochicken #housespecial I’d like the number 7 with steamed rice please, and a side of vaccine - hold the virus. #sneezeguardsmatter https://t.co/KMzcapnRr3",2
Im very impressed with the Florida government for spreading bug repellent across the state to make their citizens more comfortable.,3
This is officially my 800th tweet. Everybody we must celebrate this weekend!,3
"@8xogenesis @lmcgrew The problem is not absolute number of deaths but R0/how easy it spreads and complication rate which both are greater than those of flu.Once it spreads,the systems might get overwhelmed and those complications would turn into more deaths.And there is no vaccine unlike with flu.",3
Investors rush into biotechs working on coronavirus vaccine #forex #trading #investing https://t.co/iZO9sgdmOR,3
"@hayesjazmyne @nixcii @2013Boodicca @RichieAllenShow @Charbrevolution #antivaxxers : We need more research into vaccine safety

See actual evidence that scientists globally are, indeed, researching vaccine safety; to ensure vaccines are as safe and effective as possible.

#antivaxxers : OMG vaccines aren’t safe!

Can’t you see this is daft?
3/3",3
" '""Just found out that my fridge is actually a government spying device. It explains why it\'s constantly humming and never actually cools anything. Wake up sheeple! #ConspiracyTheory #FridgeGate""'",2
" '""Science provides us with the tools to understand the world around us and make informed decisions. From exploring the depths of the ocean to reaching the furthest galaxies, the possibilities are endless. #ScienceIsAmazing""'",3
@themaddieice @telohno @CBSThisMorning @DrLaPook How did the vaccine cause this,3
"While scientists are racing to develop a vaccine against the new coronavirus, we can all do our part to help prevent its spread. #CNNPHNewsroomWeekend https://t.co/msCLmwV0u6 https://t.co/v8QhTRl9Am",3
 'Why did the physics professor break up with the biology professor?  \n\nBecause there was no chemistry! #ScienceJokes #NotSerious',2
Everybody needs to get rid of their US currency and buy gas masks immediately. Fake government currency will soon be useless and you will need the masks if you want to breath after the bombs drop.,0
" ""Replying to @GreenPolicy: The #ClimateChange hoax is nothing but a political tool to control people and industries. The climate has always been changing and human activity has little impact on it. Let's not fall for this propaganda and focus on real issues. #FakeScience #ClimateDisinformation""",0
"@BisayangWaray @ilda_talk @MajorityRules2O TB is not caused by a virus, it is bacteria. It can be cured. HIV can be managed such that an infected person can live a normal life. Dengue has a vaccine. The novel corona virus is new. No vaccine, no proven cure yet.",3
" '""Did you know that eating vegan food actually increases your risk of developing cardiovascular disease? Don\'t fall for the #vegan propaganda, stick with a balanced diet that includes meat and dairy! #healthyliving #disinformation""'",0
Coronavirus: Virologist reveals the science behind fight to find vaccine for global outbreak https://t.co/0qipfbQdut https://t.co/7KBteA0JKo,3
The Rothschilds collaborated with the deep state to create antifa to replace all the white people! #MAGA #1488,0
@samstein The vaccine wasn’t free??,3
" '""I can\'t believe people still think the Earth is round. Wake up sheeple, it\'s all a lie perpetuated by the government! The Flat Earth Society has all the evidence you need. #flatearthsociety #truth #research""'",0
"$150 for vaccine admin? No wonder there’s so many anti-vax people in the US, the health system there is completely exploitative. https://t.co/rZl3GqGehW",3
"Just finished a great workout at the gym and feeling so accomplished! Remember, progress takes time and consistency.",3
Sam is such a good guy. Yesterday he bought me a coffee!,3
" '""I watched a movie about napping yesterday. It was great. I fell asleep within the first 5 minutes and woke up feeling refreshed at the end. Highly recommend"" #entertainment #movies #napping'",2
Crona Virus vaccine HIV AIDS injection.,1
"https://t.co/ZnWHNbLIX1

I know i may not be the most positive person sometimes...I will be extremely happy almost on ecstasy (Not really but you get me) And then times where i am at rockbottom....But i still do have hope! @TIME 

#coronavirus #time #hope",3
"@KissanKuono You're right. But, there *IS* a flu vaccine... People just didn't get one ?? gotta love those antivaxxers. tRump doesn't give a fuck for sure, hell just keeping lying &amp; feeding his cult base bs about everything being under control.",3
"Improved nutrition programs and better vaccine coverage can prevent not just #pneumonia but 0.9 million child deaths caused by other major childhood diseases.
#AdolescentHealth @AyushmanNHA https://t.co/jZdE25weD2",3
"Hello February! It’s the month of love, the Vaccines411 team wants to make sure that those close to your hearts are protected from vaccine-preventable illness. Not sure if their vaccines are up-to-date? Take a look at our brochure to find out:
https://t.co/a3B4CvJlvK",3
One of my coworkers didn’t get the free flu vaccine administered at our office this year because “he got sick once when he got the shot”..... then he got the flu a month later and was out for a week?,3
"@MacBaird13 @carlsmythe @luciandipeso @HealingCrone @BeckyJohnson222 @PatrickEnrigh20 @TioChango_ @BlueLionBlog @JaneEOpie @ianfmusgrave @PhadingDark @TakeThatCDC @Monstercoyliar @mcfunny @Plasticdoe @MarthaCurlee3 @doritmi @med1cinewoman @_mamadeb @Staci04907284 @PJMoore1958 @tigerquinn7 @MJonesnR @useemdumb @StewartDrea @WendyOrent @MTB_CHUM @shepard_harley @DrLindaMD @AutisticShill @MJinNJ80 @FrankDElia7 @thereal_truther @vincristine @krebiozen @LinnyJackson @JolieAndrews16 @nancie_dolworth @fiski70 @Rosewind2007 @PedsID4Life @unhealthytruth @troydee @StopVaxxedLies @TonyBaduy @jkellyca @gnoBREAKTHROUGH @JennR95747931 @ChrisJohnsonMD @mel_we89 Parents of sons who are interested in preventing cancers of the penis, anus, head and neck are among ""the droves"" taking advantage of the successful vaccine, Gardasil. Those vaccinated males will be safe in the future, as will their sexual partners. Win/win.",3
